mit	O
ihren	O
Zügen	O
.	O
Diese	O
Ansicht	O
vertritt	O
eine	O
Forschergruppe	O
nach	O
einer	O
Konferenz	O
an	O
der	O
ETH	ORGANISATION
Zürich	ORGANISATION
.	O
Aber	O
die	O
Kanadier	O
sind	O
offen	O
,	O
entspannt	O
und	O
ungemein	O
höflich	O
und	O
tolerant	O
.	O
Da	O
sind	O
die	O
Schweizer	O
Gerichte	O
wirklich	O
zu	O
lasch	O
.	O
Hinzu	O
kommen	O
die	O
geografischen	O
Namen	O
wie	O
Vereinigte	ORT
Staaten	ORT
von	ORT
Amerika	ORT
,	O
Unter	ORT
den	ORT
Linden	ORT
,	O
Neuer	ORT
Markt	ORT
,	O
Hohe	ORT
Tatra	ORT
,	O
Sächsische	ORT
Schweiz	ORT
oder	O
Kap	ORT
der	ORT
Guten	ORT
Hoffnung	ORT
.	O
Noch	O
einmal	O
muss	O
Kohr	PERSON
nach	O
Salzburg	ORT
,	O
um	O
sein	O
Visum	O
für	O
die	O
Emigration	O
nach	O
New	ORT
York	ORT
,	O
Vereinigte	ORT
Staaten	ORT
von	ORT
Amerika	ORT
,	O
zu	O
erhalten	O
und	O
nur	O
mit	O
Mühe	O
kann	O
er	O
nach	O
Paris	ORT
zurück	O
kehren	O
.	O
Was	O
kann	O
Berlin	ORT
tun	O
,	O
um	O
diese	O
Entwicklung	O
abzufedern	O
?	O
Offiziell	O
zahlt	O
Italien	ORT
kein	O
Lösegeld	O
.	O
Ohne	O
Kurden	O
und	O
Sunniten	O
können	O
die	O
Schiiten	O
keine	O
Regierung	O
bilden	O
.	O
Manfred	PERSON
Bachmann	PERSON
ist	O
mit	O
Gertrude	PERSON
verheiratet	O
und	O
mit	O
Sonja	PERSON
und	O
Florian	PERSON
Vater	O
zweier	O
Kinder	O
.	O
Nun	O
liegt	O
es	O
an	O
Matthias	PERSON
Platzeck	PERSON
.	O
Hier	O
soll	O
Abraham	PERSON
das	O
gelobte	O
Land	O
betreten	O
haben	O
.	O
Köhler	PERSON
und	O
die	O
Gesellschafter	O
der	O
eingegangenen	O
Werft	O
haben	O
keine	O
guten	O
Worte	O
mehr	O
füreinander	O
.	O
